text,label
I didn't made it again. :(,negative
"School's finally out, and only three weeks left until I'm back in San Diego. :)",positive
@riiiyyaaaaa oKKay :)),positive
"@Scruffbucket IsTanya going2supply all d EXTRA infrastructure,teachers,doctors,nurses,paramedics&amp;other countless things2cope with it all?&gt;:(",negative
his smile is so beautiful :( https://t.co/OiAHorQJOb,negative
"@superslothjai hi, can you do me some dms with luke please??:(",negative
"@Omundson If you got nothing to do tonight,there's a concert of @PaulCarella (he joined Jason&amp;Rob in Feb at their tour) at @theborderline :)",positive
@QueenBiankee hehe :-) (Smiling from ear to ear- ME) :-D,positive
Great new opportunity for junior triathletes aged 12 and 13 at the Gatorade series! Get your entries in :) http://t.co/of3DyOzML0,positive
@Cupacoco @CBBCTV @CBBCNews Interview with the Newsround News Hounds at 7:40 today :),positive
@StaMar999 I booked trip before crisis. :(((,negative
@profanityswan I've moved to Australia. It's only a matter of time :(,negative
@GeekPlanetDave He said you've got too much time on your hands :( #RogerWatch,negative
@hansolotto with SCoups^^ they are for 17 like jren is for nuest!:D,positive
@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,positive
@UrstrulyMJ i will surely watch pokiri  1nenokkadine are my all tym favs :-) #BajrangiBhaijaanHighestWeek1 @raman_akshay @urstrulyMahesh,positive
I want I want :(( http://t.co/cvy1vBmqan,negative
http://t.co/a5rmka5axn thanks for following!! Enjoy my tweets! :) lets be friends! _gta_giveaway 624 179,positive
hey guys! how are you ? :),positive
.@tanha_messiah My words were just satire on a general situation. Why are you hurt so much? :(,negative
You Lose :D,positive
"@NiallOfficial Hello :) Tell me, do you still keep in touch with Zayn? :)",positive
"@HaticeBieberr FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
VIDCON :((,negative
Woohyun seems weird on inspirit shining night... :( im not ised to seeing him like this........ what happened :/,negative
@ely83_ely definately agree that it's a growing sport. Drop me an email with details and we can see what we can do :-),positive
@AI_LSK89 @AI_Kyungsoo done eonni :),positive
"@MerlinHousing hi Merlin, currently waiting a roof repair, and our kitchen is letting in water :( http://t.co/XqaB5F0wB8",negative
I MISS TOM FELTON  :( @TomFelton,negative
@wittykrushnic don't go :(,negative
@ironmima @fruitpreserve okay :),positive
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/WCuHrpnFDK.,positive
@bahadirylmz @59saniye my friends fatma'm :(,negative
Until when? :(,negative
@seiyaharris that sucks :(,negative
@Louis_Tomlinson school start next Monday ohgod :(,negative
Dang that is some rad @AbzuGame #fanart! :D https://t.co/bI8k8tb9ht,positive
remember was #2 on gaon and bad was #6 but infnt are eligible and apink are not :(((( acube why'd u do this,negative
@iperfectyonce @justinbieber its my biggest dream can u follow me brooo :((((,negative
playing Dota 2 :D,positive
I WANT to create the FIRST #Bboying #Cardgame with #pixelart #gamedesign :D!!!! What do you think ?? #indiedev #pixel_dailies #gamedev,positive
Aww! Thank you. Beautiful pic :D  https://t.co/044Hfi99Rc,positive
@LaurakBuzz lovely write up :) I absolutely adore the NVA and am lucky enough to live 5 minuets away. Roll in GameCity!,positive
"@wwedrzziy @WWESuperCard_Ar @M76xMohamed @xalmtw7shx @semo_supercard @meto0003 @Mahmoud_Rida21
Congratulation :(",negative
"@MangleTheLover Hey, You like FNaF? Check out our Youtube Channel! https://t.co/sc9kDhaviX :) via http://t.co/J3sxzzg7cU",positive
Well summers over then :( knew it wouldn't last we do live in Britain ☺️😂😁 http://t.co/GKFgw0Khy6,negative
@sodakite well... screw those guys! u keep smiling :),positive
.@FileClickPrint Thanks for following us! Have a wonderful Friday :) #FF,positive
@hancoverdalexo aww :( thanks anyway!!,negative
@s0ulfl0wr When's your birthday ? :(,negative
It's my last day working with the munchkin today...:(...bought her a little parting gift...so far… https://t.co/0xSWksXs2t,negative
ughh i got nothing but pain :(,negative
@cericneesh Aspetti is good! I was boring and had chicken and chips for tea because my cupboards are empty. :D,positive
@luvjoyein done yein :),positive
@NinaSarto pm me :(,negative
Home time today for me and @ASTownley :( #dublin http://t.co/EZRfqqlzXc,negative
"@megsyfoxie WTF LIKE YOUR LIPS STILL A VIRGIN OMG MOM GET A LIFE YOURE 45 

Hahah : (",negative
@Aditi_SoSaree glad that you liked . Check some more nice stuff at #WSaleLOve :) @WforWoman,positive
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x2",positive
@craftbeercoll I have in the past. A hoodie covers a lot of sins. :),positive
@tiaramescudi girl that was so quick too :(,negative
@glitchim Online :),positive
Easier said than done :( https://t.co/7HTgd85HfF,negative
"@Pedro7241cw @xolanimvulana GOOD! And even better to ""see you around"" :)
Yep. It's the only way to live.
#freedom from #Pistols
Good move.",positive
@AxeRade haw phela if am not looking like Mom obviously am looking like him :),positive
@BellissimaEx @MarriedtoaGeek1 @b_ecki @ablokeseyeview Thank you :),positive
@Vequafied I'm bored :(,negative
@BBCSport come on man :D :D,positive
@syazwanzainal sure let me know when you're around..at this side of the world #eh u too take care :-),positive
There's a certain group in our fandom na mahilig mam-bully :( bakit?,negative
Short weekend ahead :(,negative
Thanks @Stn_Ang :) ! #FFBack @SebIscariote @Ninoiudi @IR5_Cooder @twhiitney @pirlouit_be @Montishow @katiaely @EnglebertKo,positive
@crybassist why have people unfaved and rted this :(,negative
Someone sc me :(,negative
"Not been to the gym all week, so I need a BIG personal push today to get me there tonight....i've been making excuses to myself. #Lazy :-(",negative
@smiffy sorry Matthew :(  &lt;3,negative
"Discovery of cousin Earth Kepler-452b at 1400 light yrs away, teleportation is the only possible way we arrive :-)  http://t.co/7MKOJIndxF",positive
Come fly with me baby! :) http://t.co/JjmrvobLZl #retweet #marine #navy #Airforce #battlefield,positive
"'Do I care??'
'I care...'
https://t.co/gL6rL6mR70
#fahrinahmad #tengkuaaronshah #eksperimencinta :D",positive
"@Author_Swati I'm so proud to have worked on it, I hope you enjoy it. Let me know you're views once you do :)",positive
@UPCIreland Thank you. So if its a bundle shows the internet price no phone than realisticly only paying for Net?:),positive
I wish you cut your hair like this again :( http://t.co/Oyt8wMo7w9,negative
Add me on Snapchat - sexyamelie20 #snapchat #kikhorny #likeforfollow #kikmeboys #likeforfollow #newmusic #hornykik :( http://t.co/3BRNMai3CU,negative
Toss ladies! :)) @mulanbilqis @NK_Asmita,positive
@amedefu Me  too。。。_:(´ω`」 ∠):_,negative
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.340
》》》》ＳＥＥ ＭＥ
♛♛♛",negative
"go zumba somewhere else please, me studying :(",negative
Want to say a huge thanks to @WarriorAssaultS @uktac @BolleSafety @Mechanix_Wear @Airtech_Studios @Hexmags #FF Thanks for the support :),positive
@Aimeemuthoni I miss you :( Still in Juja?,negative
@usher ... please follback :) I love ur voice .. and all about u ... :) hehehehe &lt;3,positive
@97sides CONGRATS :),positive
@jalilshop Visit my blog http://t.co/UzOAqroWKx thanks :D,positive
@booogley because you're breaking out of your shell :-),positive
Add me on Snapchat - MaryHicks18 #snapchat #kikmeboys #photooftheday #fuck #chat #musicbiz #sheskindahot :) http://t.co/plFpD86iEq,positive
@angelweddiy Oh dear!! :-( xx,negative
@lucyreesxo She threatened me :(,negative
@archi7194 nice line :-) :-),positive
@emmajaneparsons @CuriousMindsNW Have fun in Tameside :)),positive
"I love @NabilahJKT48 ,Problem? :)
#NgarepFollbackDariNabilahJKT48",positive
I THINK THIS IS FROM THEIR FIFTH ALBUM IM :) OKAY :) FUCK :) https://t.co/qzT5Zsm8RE,positive
@juonghwa sore qt :(,negative
MY kik : hearess677 #kik #kikhorny #hornykik #babe #chat #countrymusic #txt_shot :( http://t.co/mPhBY49eEi,negative
@jehyop is there any other way for me to get the bandana?:((,negative
With them :),positive
@selenagomez i miss your tweet spree oh :(,negative
"Regretting this peanut butter sandwich rn, sore in my mouth is making things difficult :-(((((((",negative
Off to the USA! Rosh and I on our travels again :) (@ Glasgow International Airport (GLA) - @gla_airport) https://t.co/FS71kc8FZe,positive
@CattibrieShelly @MolyneuxAssoc @twiskerIFA @BradsPR @CHSW @SouthWestBiz @LAGTC @Littlehempston @falmouthbiz @LeadingWomenUK thank you :),positive
@HeyItsPlat im sorry :(((,negative
@neelipar @ASOS95 not yet :( did they find yours eventually?,negative
"@morealtitude #ausfailia haha! I am missing out on snow :( &amp; live footy. But flight gets in day before the game that counts,2nd ye in a row!",negative
going home :(,negative
@marmice08 :((((((((((( but hopefully chwang will still drag him out to eat later sobs,negative
@liamsmyteddy fback? :),positive
"It is funny, that the next anime that had it, was Umaru :D",positive
no one wants to go to ant man with me :(,negative
Too bad I'm poor :( https://t.co/FohWp4P0NN,negative
#FollowFriday @digitalplace2be @intlboost @_lafontpresse for being top supports in my community this week :),positive
wiellys Follback ya :),positive
@BRose_24 haha I feel you. Maybe that's why I do it :D,positive
@janesgravity oh cool :D Hope you like it!,positive
sooooo tired but I can't sleep :(((,negative
I want IHOP :(,negative
"Aw :/ Angeke sbali! ""@Ami_Khang: Euuuwwww @Andile_SS Lunch. Like a real construction worker :-( http://t.co/1nPlTqukIY""",negative
My sisters are the best!!!! Best pre bday celebration :)))),positive
Really want this :( http://t.co/36tSy81iMi,negative
I'm still awake :(,negative
@Woodgate @littlewok Enjoy :),positive
"#ZaynIsComingBackOnJuly26
Im crying,i hope zayn will come back but other side i just don't want to believe it :( http://t.co/QdYWa03z1F",negative
@BlondieBlonde70 It was nice to see family members I am close to but miss them :-(,negative
woke upp now i cant sleep :(,negative
@virtuallykaren cool - thanks for thinking of me - hope all is well :-),positive
@polarizehes heyy :) can u rt this link https://t.co/WztNf8e6cO and tag michael? please. thank you,positive
Lovely chat about cycling in Oxford with a @sustrans campaigner on way home yesterday - more cycle routes please! :) #cycling #Oxford,positive
@MarkBreech Not sure it would be good thing 4 my bottom daring 2 say 2 Miss B but Im gonna be so stubborn on mouth soaping ! #NotHavingit :p,positive
@TradeboxMedia Thanks. :-),positive
I feel like I'm going to throw up :(,negative
@MariaGM350 Just gonna throw idea at you cause if they're bad it will inspire you to think of something much better.  :-),positive
"I'm not the best, not the most perfect, but I promise to love you with my whole heart. :)",positive
@ffsjason I'm not. datz you. :-),positive
@MrsPiszczek nein :(,negative
only I would drop 10 wine bottles &amp; spill some of the wine all over myself @ work :-),positive
"PAYDAY, but feels like payhour as its all gone to my bills immediately :(",negative
@Anbu002 @Pranto_ahp Hey guys! We know about this request and our product team are already considering this :),positive
@ChaeHyungwon_ taken :( another chara maybe? -teteh,negative
"@zora_db Just texted you, I am dying of lurgy, Jim! :(",negative
@buymobiles_help I'm gonna stay with the gold colour. Hopefully it will come soon. Thank you anyway :),positive
"@ZedDBA It was ""Currys"". They were close to home. :)",positive
Im hungry now :(,negative
"Look how many people still think the more a woman has sex, the bigger her vagina. Sigh :( http://t.co/q1hctzJXvF",negative
Ok me :),positive
@devjoshi10 dev I.m verry sad cause you on twitter and than me off :(,negative
@madrigalandreaa its too much  serious yun eh :(,negative
@changkyunaf AHH WHY HE NO CHANGE IT SOUNDS COOLER :(( LMAO YES 2 MINHYUKS,negative
Gusto ko ng Rodic's :( someone share an order with me because one's big,negative
I want to protect this relationship more than the others. So I'll not talk about him because ppl don't need to know how awesome he is. :),positive
@lionel_federer @ChocolateCharsi famished :(,negative
Long distance :( Why? 💔,negative
agayhippiehippy Follback ya :),positive
@WeAlwaysChillin This sounds nice :D,positive
@b_lurryface i wish it was london :( gonna stay at the airport for a bit and then go into the city,negative
"""Day In Life""-video uppe om 60 minuter! :D",positive
@x22AEW @candlerosa @qvcuk @miceal can't wait Rosa love xmas :) welcome back ann hope u had a good one back just in time :) x,positive
i thought this is my best day but it's not. no paper towns today :(,negative
